,cik,company
1916,924370,FSF FINANCIAL CORP
1917,924648,CITATION CORP /AL/
1918,924664,SECURITY CAPITAL ATLANTIC INC
1919,924901,MACK CALI REALTY CORP
1920,924919,RAINFOREST CAFE INC
1921,924940,DIAMONDCLUSTER INTERNATIONAL INC
1922,925267,EVANS WITHYCOMBE RESIDENTIAL INC
1923,925464,SECURITY BANK CORP
1924,925548,TOWER AUTOMOTIVE INC
1925,925558,WEEKS CORP
1926,925655,TRIGEN ENERGY CORP
1927,925722,MILTON FEDERAL FINANCIAL CORP
1928,925780,IBS FINANCIAL CORP
1929,925906,GS TECHNOLOGIES OPERATING CO INC
1930,925928,TELSCAPE INTERNATIONAL INC
1931,925942,ZEIGLER COAL HOLDING CO
1932,926039,LIFE BANCORP INC
1933,926282,ADTRAN INC
1934,926296,FIRST MERCHANTS ACCEPTANCE CORP
1935,926861,FIRST WASHINGTON REALTY TRUST INC
1936,926966,ALABAMA NATIONAL BANCORPORATION
1937,927314,BUILDING MATERIALS CORP OF AMERICA
1938,927362,PRI AUTOMATION INC
1939,927720,SPANISH BROADCASTING SYSTEM INC
1940,927762,TRANSAMERICAN REFINING CORP
1941,927763,TRANSAMERICAN ENERGY CORP
1942,927970,SINTER METALS INC
1943,928063,UNIVERSAL OUTDOOR HOLDINGS INC
1944,928155,EQUITY CORP INTERNATIONAL
1945,928395,US FOODSERVICE/MD/
1946,928451,PURETEC CORP
1947,928735,STORAGE TRUST REALTY
1948,928753,BUSINESS OBJECTS S.A.
1949,928950,CHASE INDUSTRIES INC
1950,929299,ISOLYSER CO INC /GA/
1951,929470,SPORTS AUTHORITY INC /DE/
1952,929518,SELKIRK COGEN FUNDING CORP
1953,929545,SUPERTEL HOSPITALITY INC
1954,929549,FED ONE BANCORP INC
1955,929649,DIAMOND CABLE COMMUNICATIONS LTD
1956,929697,GENERAL CHEMICAL GROUP INC
1957,929807,THERMOSPECTRA CORP
1958,929929,CHARTWELL LEISURE INC
1959,930429,MONTEREY BAY BANCORP INC
1960,930610,PHYSICIAN RELIANCE NETWORK INC
1961,930735,CROWN PACIFIC PARTNERS L P
1962,930796,HAMMONS JOHN Q HOTELS INC
1963,930818,JOHNS MANVILLE INTERNATIONAL GROUP INC
1964,930835,EDISON MISSION ENERGY
1965,930885,DOCUMENTUM INC
1966,931058,LIN TELEVISION CORP
1967,931075,FREEDOM CHEMICAL CO
1968,931183,ASSOCIATED GROUP INC
1969,931336,DEAN FOODS CO
1970,931583,ENRON GLOBAL POWER & PIPELINES LLC
1971,931702,ORTHODONTIC CENTERS OF AMERICA INC /DE/
1972,931814,WINSLOEW FURNITURE INC
1973,932089,PRICELLULAR CORP
1974,932130,NABISCO HOLDINGS CORP
1975,932279,BTG INC /VA/
1976,932697,FIRST BELL BANCORP INC
1977,932698,BRYLANE INC
1978,932773,GULF WEST BANKS INC
1979,932790,NEOSTAR RETAIL GROUP INC
1980,933036,RENT A CENTER INC DE
1981,933136,WASHINGTON MUTUAL INC
1982,933160,STAR MARKETS CO INC
1983,933353,U S ROBOTICS CORP/DE/
1984,933401,GLOBALSTAR TELECOMMUNICATIONS LTD
1985,933974,"BROOKS AUTOMATION, INC."
1986,934203,HARRINGTON FINANCIAL GROUP INC
1987,934494,KATZ MEDIA GROUP INC
1988,934538,TECHE HOLDING CO
1989,934590,MCDERMOTT J RAY SA
1990,934598,BANK WEST FINANCIAL CORP
1991,934739,WELLS FINANCIAL CORP
1992,934741,SDL INC
1993,934798,ICON HEALTH & FITNESS INC
1994,934799,IHF HOLDINGS INC
1995,934852,US OFFICE PRODUCTS CO
1996,935001,HCIA INC
1997,935037,JAMES RIVER BANKSHARES INC
1998,935493,P COM INC
1999,935704,WARREN S D CO /PA/
2000,935724,PMI GROUP INC
2001,935802,ANICOM INC
2002,935937,TERRA NOVA BERMUDA HOLDING LTD
2003,936301,U S TRUST CORP /NY
2004,936372,LIBERTY FINANCIAL COMPANIES INC /MA/
2005,936395,CIENA CORP
2006,936402,SHIRE PLC
2007,936653,REMEDY CORP
2008,936734,DIAMOND MULTIMEDIA SYSTEMS INC
2009,937556,MASIMO CORP
2010,937834,METROPOLITAN LIFE INSURANCE CO
2011,937971,ACT MANUFACTURING INC
2012,938145,EASCO INC /DE/
2013,938348,FOODBRANDS AMERICA INC
2014,938839,BOISE CASCADE OFFICE PRODUCTS CORP
2015,939915,NYNEX CABLECOMMS GROUP PLC
2016,939930,"PYXUS INTERNATIONAL, INC."
2017,940170,ENOVA CORP
2018,940510,BORDERS GROUP INC
2019,940716,PSINET INC
2020,941547,HF BANCORP INC
2021,941738,WHEELING PITTSBURGH CORP /DE/
2022,942319,HEALTHPLAN SERVICES CORP
2023,942898,NORTHEAST INDIANA BANCORP INC
2024,942899,INDUSTRIAL BANCORP INC
2025,943033,CCF HOLDING CO
2026,943097,IDEON GROUP INC
2027,943119,FNBH BANCORP INC
2028,943184,"EVER-GLORY INTERNATIONAL GROUP, INC."
2029,943320,"TRUMP ENTERTAINMENT RESORTS, INC."
2030,943563,DOMINICKS SUPERMARKETS INC
2031,943581,AMERICAN RADIO SYSTEMS CORP /MA/
2032,943605,SOURCE INTERLINK COMPANIES INC
2033,943861,GOODRICH PETROLEUM CORP
2034,943892,AVANT CORP
2035,943897,BWAY CORP
2036,944399,STANDARD FEDERAL BANCORPORATION INC
2037,944402,PHYSICIANS RESOURCE GROUP INC
2038,944458,NETSCAPE COMMUNICATIONS CORP
2039,944739,TRANSWITCH CORP /DE
2040,945027,TELE COMMUNICATIONS INTERNATIONAL INC
2041,945093,HNC SOFTWARE INC/DE
2042,945114,SYSTEMAX INC
2043,945248,BT OFFICE PRODUCTS INTERNATIONAL INC
2044,945372,SIGCORP INC
2045,945382,CULLIGAN WATER TECHNOLOGIES INC
2046,945434,BNCCORP INC
2047,945436,"SUNEDISON, INC."
2048,945489,BELL INDUSTRIES INC /NEW/
2049,945530,GULF STATES STEEL INC /AL/
2050,945532,USABANCSHARES COM INC
2051,945676,INTIMATE BRANDS INC
2052,945688,SPORTSLINE COM INC
2053,945770,EVEREN CAPITAL CORP
2054,945771,VIATEL INC
2055,945800,DOMINICKS FINER FOODS INC /DE/
2056,945801,MINIMED INC
2057,946149,GUARANTEE LIFE COMPANIES INC
2058,946581,TAKE TWO INTERACTIVE SOFTWARE INC
2059,946637,MERIDIAN INDUSTRIAL TRUST INC
2060,946642,AM GENERAL CORP
2061,946672,STATEWIDE FINANCIAL CORP
2062,946734,DICTAPHONE CORP /DE
2063,946763,PROSOURCE INC
2064,946842,AMBASSADORS INTERNATIONAL INC
2065,946991,DAY INTERNATIONAL GROUP INC
2066,947038,AFFILIATED COMMUNITY BANCORP INC
2067,947268,WEBLINK WIRELESS INC
2068,947397,EVERGREEN SOLAR INC
2069,948020,AMERICAN NATIONAL BANCORP INC
2070,948073,CROWN VANTAGE INC
2071,948087,FITZGERALDS GAMING CORP
2072,948368,PSB HOLDINGS INC /WI/
2073,948545,TALK AMERICA HOLDINGS INC
2074,948929,SCHEIN PHARMACEUTICAL INC
2075,949301,SPEEDFAM IPEC INC
2076,949373,NEW WORLD RESTAURANT GROUP INC
2077,949504,PACIFIC NORTHWEST BANCORP
2078,949536,HEARST ARGYLE TELEVISION INC
2079,949589,INVESTORS FINANCIAL SERVICES CORP
2080,949872,ELANTEC SEMICONDUCTOR INC
2081,949957,AEARO CORP
2082,1000229,CORE LABORATORIES N V
2083,1000232,KENTUCKY BANCSHARES INC /KY/
2084,1000298,IMPAC MORTGAGE HOLDINGS INC
2085,1000301,AMBANC HOLDING CO INC
2086,1000366,METAMOR WORLDWIDE INC
2087,1000450,COMCAST LCI HOLDINGS INC
2088,1000623,SCHWEITZER MAUDUIT INTERNATIONAL INC
2089,1001136,STOCKWALK COM GROUP INC
2090,1001149,ITT CORP /NV/
2091,1001287,FIRST COLORADO BANCORP INC
2092,1001384,LASALLE RE HOLDINGS LTD
2093,1001582,HFNC FINANCIAL CORP
2094,1001603,AMERIN CORP
2095,1001839,VAN DE KAMPS INC
2096,1001907,SPACEHAB INC \WA\
2097,1002022,PHYMATRIX CORP
2098,1002037,LEARNING TREE INTERNATIONAL INC
2099,1002063,COMPLETE MANAGEMENT INC
2100,1002119,ILLUMINET HOLDINGS INC
2101,1002130,CONTIFINANCIAL CORP
2102,1002131,LERNOUT & HAUSPIE SPEECH PRODUCTS NV
2103,1002135,WESTELL TECHNOLOGIES INC
2104,1002211,DOANE PET CARE CO
2105,1002213,FIRST NORTHERN CAPITAL CORP
2106,1002532,OMNIPOINT CORP \DE\
2107,1002607,INFOGRAMES INC
2108,1002664,GREAT LAKES CARBON CORP
2109,1002666,ASCENT ENTERTAINMENT GROUP INC
2110,1002909,CHANCELLOR BROADCASTING CO /DE/
2111,1002938,HOST MARRIOTT SERVICES CORP
2112,1003111,GLOBIX CORP
2113,1003233,METROPOLITAN FINANCIAL CORP /OH/
2114,1003481,AAVID THERMAL TECHNOLOGIES INC
2115,1003521,ALRENCO INC
2116,1003936,PITTSBURGH FINANCIAL CORP
2117,1003957,RISCORP INC
2118,1003959,360 COMMUNICATIONS CO
2119,1003986,TAYLOR CALVIN B BANKSHARES INC
2120,1004155,SOUTHERN CO GAS
2121,1004314,UNITED STATES SATELLITE BROADCASTING CO INC
2122,1004524,COMMUNITY FEDERAL BANCORP INC
2123,1004528,AMERICAN BANCSHARES INC \FL\
2124,1004740,CAPITAL CORP OF THE WEST
2125,1004938,DYNACARE INC
2126,1004939,VANSTAR CORP
2127,1004967,PACIFIC GATEWAY EXCHANGE INC
2128,1004981,NATIONAL AUTO CREDIT INC /DE
2129,1004990,NCS HEALTHCARE INC
2130,1005016,1ST BERGEN BANCORP
2131,1005126,COMMONWEALTH BANCORP INC
2132,1005276,MOHEGAN TRIBAL GAMING AUTHORITY
2133,1005286,LANDEC CORP \CA\
2134,1005291,STERLING COMMERCE INC
2135,1005408,JITNEY JUNGLE STORES OF AMERICA INC /MI/
2136,1005508,YONKERS FINANCIAL CORP
2137,1005512,CATSKILL FINANCIAL CORP
2138,1005700,DATA PROCESSING RESOURCES CORP
2139,1005751,SUPERIOR SERVICES INC
2140,1005759,PAYMENTECH INC
2141,1005817,TOMPKINS FINANCIAL CORP
2142,1005868,THERMOQUEST CORP \DE\
2143,1005967,HMT TECHNOLOGY CORP
2144,1005970,DAWSON PRODUCTION SERVICES INC
2145,1006027,BACOU USA INC
2146,1006030,APPLIED GRAPHICS TECHNOLOGIES INC
2147,1006605,PENSKE MOTORSPORTS INC
2148,1006830,CONSUMERS BANCORP INC /OH/
2149,1006837,"HC2 HOLDINGS, INC."
2150,1007047,ARTERIAL VASCULAR ENGINEERING INC
2151,1007084,YORK GROUP INC \DE\
2152,1007184,EINSTEIN NOAH BAGEL CORP
2153,1007273,BANK OF SOUTH CAROLINA CORP
2154,1007297,EXCITE INC
2155,1007304,CONCENTRIC NETWORK CORP
2156,1007330,PRG SCHULTZ INTERNATIONAL INC
2157,1007456,ELECTRONIC DATA SYSTEMS CORP /DE/
2158,1007992,LYCOS INC
2159,1008614,AERIAL COMMUNICATIONS INC
2160,1008848,ACORDA THERAPEUTICS INC
2161,1009403,MARCHFIRST INC
2162,1009404,TRITON ENERGY LTD
2163,1009532,IXC COMMUNICATIONS INC
2164,1009569,SUCCESS BANCSHARES INC
2165,1009672,CARBO CERAMICS INC
2166,1009675,SAWTEK INC \FL\
2167,1009759,CAPSTONE TURBINE CORP
2168,1009976,COMMERCIAL BANCSHARES INC \OH\
2169,1010026,3DFX INTERACTIVE INC
2170,1010471,WYNDHAM HOTEL CORP
2171,1010472,DESIGNER HOLDINGS LTD
2172,1010607,FORTRESS GROUP INC
2173,1010610,TLC VISION CORP
2174,1010724,USWEB CORP
2175,1010744,SAKS HOLDINGS INC
2176,1010787,AMERICAN STATES FINANCIAL CORP
2177,1011006,YAHOO INC
2178,1011134,CALGENE INC /DE/
2179,1011147,COACH USA INC
2180,1011290,99 CENTS ONLY STORES
2181,1011292,NATIONAL PROPANE PARTNERS LP
2182,1011309,UNITED FINANCIAL CORP \MN\
2183,1011449,SUBURBAN LODGES OF AMERICA INC
2184,1011509,GOLDEN MINERALS CO
2185,1011584,FINE HOST CORP
2186,1011630,PROMEDCO MANAGEMENT CO
2187,1011659,MUFG AMERICAS HOLDINGS CORP
2188,1011736,PROFESSIONALS GROUP INC
2189,1011746,CITGO PETROLEUM CORP
2190,1011836,SOUTHERN PACIFIC FUNDING CORP
2191,1012099,TELEPORT COMMUNICATIONS GROUP INC
2192,1012123,RENAISSANCE WORLDWIDE INC
2193,1012159,AVIATION SALES CO
2194,1012368,THERMO OPTEK CORP
2195,1012369,DONNA KARAN INTERNATIONAL INC
2196,1012459,USCS INTERNATIONAL INC
2197,1012616,BANK PLUS CORP
2198,1012623,IMC MORTGAGE CO
2199,1012624,INTERSTATE HOTELS CO
2200,1012697,INSIGHT HEALTH SERVICES CORP
2201,1012704,UGLY DUCKLING CORP
2202,1012884,RUTHERFORD-MORAN OIL CORP
2203,1012956,ADVANCEPCS
2204,1013021,COINMACH LAUNDRY CORP
2205,1013044,GRAND PREMIER FINANCIAL INC
2206,1013049,SIS BANCORP INC
2207,1013159,TELCO COMMUNICATIONS GROUP INC
2208,1013256,HOMESTEAD VILLAGE INC
2209,1013488,BJS RESTAURANTS INC
2210,1013547,THERMO BIOANALYSIS CORP /DE
2211,1013554,PARK BANCORP INC
2212,1013559,COAST HOTELS & CASINOS INC
2213,1013564,FARM FAMILY HOLDINGS INC
2214,1013595,RYERSON TULL INC
2215,1013606,ENDOLOGIX INC /DE/
2216,1013608,TV FILME INC
2217,1013706,BILLING CONCEPTS CORP
2218,1013834,PS GROUP HOLDINGS INC
2219,1013836,CAPITAL FACTORS HOLDINGS INC
2220,1014022,SIMMONS BEDDING CO
2221,1014111,IMATION CORP
2222,1014187,AMERICAN RESIDENTIAL SERVICES INC
2223,1014599,AMERIKING INC
2224,1014672,CALIPER TECHNOLOGIES CORP
2225,1014960,TELESPECTRUM WORLDWIDE INC
2226,1015360,DAILEY INTERNATIONAL INC
2227,1015551,SPRINT SPECTRUM L P
2228,1015571,CLARK SCHWEBEL HOLDINGS INC
2229,1015780,E TRADE FINANCIAL CORP
2230,1015868,TWINLAB CORP
2231,1016134,MEDICONSULT COM INC
2232,1016168,ATRIA COMMUNITIES INC
2233,1016466,MAJESTIC STAR CASINO LLC
2234,1016572,RENTAL SERVICE CORP
2235,1016607,WILSONS THE LEATHER EXPERTS INC
2236,1016919,CROSS CONTINENT AUTO RETAILERS INC M&L
2237,1017480,HIBBETT SPORTS INC
2238,1017522,BENEDEK COMMUNICATIONS CORP
2239,1017550,CONSOLIDATED CIGAR HOLDINGS INC
2240,1017646,HALTER MARINE GROUP INC
2241,1017648,ADELPHIA BUSINESS SOLUTIONS INC
2242,1017710,REMINGTON PRODUCTS CO LLC
2243,1017799,ALLEGIANCE CORP
2244,1017906,SNYDER COMMUNICATIONS INC
2245,1017907,FIRST ACCEPTANCE CORP /DE/
2246,1018380,EMERALD ISLE BANCORP INC
2247,1018724,AMAZON COM INC
2248,1018730,SMARTALK TELESERVICES INC
2249,1018848,KEEBLER FOODS CO
2250,1018963,ALLEGHENY TECHNOLOGIES INC
2251,1018980,COSTILLA ENERGY INC
2252,1019101,TEXAS PETROCHEMICAL HOLDINGS INC
2253,1019361,ROFIN SINAR TECHNOLOGIES INC
2254,1019671,SEACHANGE INTERNATIONAL INC
2255,1019808,CARSON INC
2256,1019876,NIELSEN MEDIA RESEARCH INC
2257,1019878,ACNIELSEN CORP
2258,1019900,DEPUY INC
2259,1020616,LASON INC
2260,1020828,ROSLYN BANCORP INC
2261,1021086,ENTEX INFORMATION SERVICES INC
2262,1021252,TRENDWEST RESORTS INC
2263,1021352,JCC HOLDING CO
2264,1021354,TICKETMASTER GROUP INC
2265,1021772,IMRGLOBAL CORP
2266,1022108,LIFESTYLE FURNISHINGS INTERNATIONAL LTD
2267,1022222,LIBERTY SATELLITE & TECHNOLOGY INC
2268,1022243,PINNACLE BANCSHARES INC
2269,1022259,PRIME SERVICE INC
2270,1022329,IMPSAT FIBER NETWORKS INC
2271,1022581,CONSOLIDATED FREIGHTWAYS CORP
2272,1022644,ELDORADO RESORTS LLC
2273,1022646,ULTRA PETROLEUM CORP
2274,1022652,NOVATEL WIRELESS INC
2275,1022664,MONTEREY RESOURCES INC
2276,1022807,BIG FOOT FINANCIAL CORP
2277,1022809,BRIDGE VIEW BANCORP
2278,1022820,CANDLEWOOD HOTEL CO INC
2279,1022916,KEYSPAN ENERGY CORP /NY/
2280,1023052,LINENS N THINGS INC
2281,1023060,EEX CORP
2282,1023275,ECHELON INTERNATIONAL CORP
2283,1023300,HEALTHCARE FINANCIAL PARTNERS INC
2284,1023362,POWERWAVE TECHNOLOGIES INC
2285,1023388,FOUR MEDIA CO
2286,1023734,"BPZ RESOURCES, INC."
2287,1023944,ASA HOLDINGS INC
2288,1023973,OMNIQUIP INTERNATIONAL INC
2289,1024126,"PERNIX THERAPEUTICS HOLDINGS, INC."
2290,1024321,BEVERLY HILLS BANCORP INC
2291,1024338,CORNERSTONE PROPANE PARTNERS LP
2292,1024674,BA MERCHANT SERVICES INC
2293,1024726,CORE MARK INTERNATIONAL INC
2294,1024729,AMSCAN HOLDINGS INC
2295,1025193,SPALDING HOLDINGS CORP
2296,1025378,W. P. CAREY INC.
2297,1025834,SWISHER INTERNATIONAL GROUP INC
2298,1025877,DCB FINANCIAL CORP
2299,1025953,NOVASTAR FINANCIAL INC
2300,1026214,FEDERAL HOME LOAN MORTGAGE CORP
2301,1026486,STAR TELECOMMUNICATIONS INC
2302,1026601,CHEMFIRST INC
2303,1026738,INTERNATIONAL SPECIALTY PRODUCTS INC /NEW/
2304,1026743,EURAMAX INTERNATIONAL INC
2305,1027258,SOUTHWEST BANCORP OF TEXAS INC
2306,1027282,UNISOURCE WORLDWIDE INC
2307,1027287,SUMMIT HOLDING SOUTHEAST INC
2308,1027324,MID-STATE BANCSHARES
2309,1027532,AMERIPATH INC
2310,1027574,OUTSOURCING SOLUTIONS INC
2311,1027584,WESLEY JESSEN VISIONCARE INC
2312,1027881,INTERNATIONAL HOME FOODS INC
2313,1028122,VIANT CORP
2314,1028339,NEW ERA OF NETWORKS INC
2315,1028584,INFOCURE CORP
2316,1028643,DOLLAR FINANCIAL GROUP INC
2317,1028726,U S RENTALS INC
2318,1029253,CLARK MATERIAL HANDLING CO
2319,1029267,TUCKER ANTHONY SUTRO
2320,1029336,ATRIUM COMPANIES INC
2321,1029448,PALEX INC
2322,1029456,GENERAL CIGAR HOLDINGS INC
2323,1029500,MAXXAM GROUP HOLDINGS INC
2324,1029553,GO2NET INC
2325,1029557,DELTA BEVERAGE GROUP INC
2326,1029688,INTERNATIONAL AIRCRAFT INVESTORS
2327,1029730,LADENBURG THALMANN FINANCIAL SERVICES INC.
2328,1029753,VISTANA INC
2329,1029787,TOWN SPORTS INTERNATIONAL INC
2330,1029864,KINETEK INC
2331,1029893,RADNOR HOLDINGS CORP
2332,1030376,ROSE HILLS CO
2333,1030452,MOLL INDUSTRIES INC
2334,1030471,UTSTARCOM INC
2335,1030740,AHL SERVICES INC
2336,1030749,GULFMARK OFFSHORE INC
2337,1031233,PINNACLE BANKSHARES CORP
2338,1031316,FRANKLIN STREET PROPERTIES CORP /MA/
2339,1031417,LDM TECHNOLOGIES INC
2340,1031595,COMMEMORATIVE BRANDS INC
2341,1031754,WHEREHOUSE ENTERTAINMENT INC /NEW/
2342,1032030,CELLULAR COMMUNICATIONS OF PUERTO RICO INC /DE/
2343,1032204,HARTFORD LIFE INC
2344,1032330,LHS GROUP INC
2345,1032562,LAND O LAKES INC
2346,1033643,OCWEN ASSET INVESTMENT CORP
2347,1033671,SAFELITE GLASS CORP
2348,1034011,LONG BEACH FINANCIAL CORP
2349,1034139,CMP MEDIA INC
2350,1034588,HSB GROUP INC
2351,1034594,BAY BANKS OF VIRGINIA INC
2352,1034718,POUGHKEEPSIE FINANCIAL CORP
2353,1034812,SIERRACITIES COM INC
2354,1034898,ZARING NATIONAL CORP
2355,1035118,CENTENNIAL HEALTHCARE CORP
2356,1035216,SOUTH JERSEY GAS CO
2357,1035240,FIRSTSPARTAN FINANCIAL CORP
2358,1035423,ATLANTIC EXPRESS TRANSPORTATION CORP
2359,1035426,CRESCENT OPERATING INC
2360,1035442,IRIDIUM WORLD COMMUNICATIONS LTD
2361,1035678,REV HOLDINGS LLC
2362,1035733,COMSTOCK BANCORP
2363,1035826,NETBANK INC
2364,1035903,COMMUNITY FIRST BANKING CO
2365,1035975,PACKARD BIOSCIENCE CO
2366,1035985,DOBSON COMMUNICATIONS CORP
2367,1036030,WAYNE SAVINGS BANCSHARES INC /DE/
2368,1036044,SCM MICROSYSTEMS INC
2369,1036261,EXCEL SWITCHING CORP
2370,1036283,PAMECO CORP
2371,1036297,RSL COMMUNICATIONS LTD
2372,1036615,IMPAC COMMERCIAL HOLDINGS INC
2373,1037067,KASPER A S L LTD
2374,1037192,DOMAIN ENERGY CORP
2375,1037253,BOOTH CREEK SKI HOLDINGS INC
2376,1037461,BJS WHOLESALE CLUB INC
2377,1037478,FONDA GROUP INC
2378,1037646,METTLER TOLEDO INTERNATIONAL INC/
2379,1037711,TOWER REALTY TRUST INC
2380,1037900,STC BROADCASTING INC
2381,1038005,CTB INTERNATIONAL CORP
2382,1038083,TICKETS COM INC
2383,1038222,WELLSFORD REAL PROPERTIES INC
2384,1039096,AMERICAN BUILDERS & CONTRACTORS SUPPLY CO INC
2385,1039276,TSI INTERNATIONAL SOFTWARE LTD
2386,1039300,GALILEO INTERNATIONAL INC
2387,1039311,BYL BANCORP
2388,1039542,TEKNI PLEX INC
2389,1039690,ENCOMPASS SERVICES CORP
2390,1039889,P F CHANGS CHINA BISTRO INC
2391,1039971,EAGLE GEOPHYSICAL INC
2392,1040445,AVIS GROUP HOLDINGS INC
2393,1040449,LIBERTY DIGITAL INC
2394,1040476,EQUALITY BANCORP INC
2395,1040573,COMCAST CABLE COMMUNICATIONS INC
2396,1040599,NEENAH FOUNDRY CO
2397,1040719,DITECH HOLDING CORP
2398,1040736,MMI PRODUCTS INC
2399,1040799,FOUR OAKS FINCORP INC
2400,1040956,VERIO INC
2401,1041095,U S LIQUIDS INC
2402,1041122,OREGON TRAIL FINANCIAL CORP
2403,1041177,SUTOR TECHNOLOGY GROUP LTD
2404,1041318,SUN COMMUNITY BANCORP LTD
2405,1041379,AFC ENTERPRISES INC
2406,1041380,VIASYSTEMS INC
2407,1041514,NET 1 UEPS TECHNOLOGIES INC
2408,1041665,PMA CAPITAL CORP
2409,1041685,WINDY HILL PET FOOD CO INC
2410,1041753,NORTHWAY FINANCIAL INC
2411,1041854,COMCAST CELLULAR CORP
2412,1041859,"CHILDRENS PLACE, INC."
2413,1041878,KSL RECREATION GROUP INC
2414,1041891,BERINGER WINE ESTATES HOLDINGS INC
2415,1041895,PETSEC ENERGY INC
2416,1042068,CAPSTAR BROADCASTING CORP
2417,1042138,CRESCENDO PHARMACEUTICALS CORP
2418,1042422,HEDSTROM HOLDINGS INC
2419,1042465,ROLLER BEARING CO OF AMERICA INC
2420,1042642,DISH DBS CORP
2421,1042647,EMERGING COMMUNICATIONS INC
2422,1042745,NEBCO EVANS HOLDING CO
2423,1042773,CENTERPOINT ENERGY RESOURCES CORP
2424,1042787,NORTH ATLANTIC TRADING CO INC
2425,1042809,"A.C. MOORE ARTS & CRAFTS, INC."
2426,1042824,IMPERIAL CREDIT COMMERCIAL MORTGAGE INVESTMENT CORP
2427,1042825,POWER ONE INC
2428,1043000,CAPITAL SENIOR LIVING CORP
2429,1043012,U S TIMBERLANDS CO LP
2430,1043055,LEINER HEALTH PRODUCTS INC
2431,1043273,FRED MEYER INC
2432,1043277,"C. H. ROBINSON WORLDWIDE, INC."
2433,1043309,STIRLING COOKE BROWN HOLDINGS LTD
2434,1043412,PETERSEN COMPANIES INC
2435,1043438,U S A FLORAL PRODUCTS INC
2436,1043446,PRIME BANCSHARES INC /TX/
2437,1043892,CYPRESS COMMUNICATIONS INC
2438,1043914,GENE LOGIC INC
2439,1044007,E TEK DYNAMICS INC
2440,1044082,"GEORGIA-CAROLINA BANCSHARES, INC"
2441,1044324,TROPICAL SPORTSWEAR INTERNATIONAL CORP
2442,1044430,PETER KIEWIT SONS INC /DE/
2443,1044478,BAYARD DRILLING TECHNOLOGIES INC
2444,1044979,IRI INTERNATIONAL CORP
2445,1045007,FRANCHISE MORTGAGE ACCEPTANCE CO
2446,1045281,CAPTEC NET LEASE REALTY INC
2447,1045425,RAIT FINANCIAL TRUST
2448,1045538,EXCEL COMMUNICATIONS INC \NEW\
2449,1045548,TE PRODUCTS PIPELINE CO LP
2450,1045934,COMMUNITY SAVINGS BANKSHARES INC
2451,1045956,APEX MORTGAGE CAPITAL INC
2452,1046102,RITCHIE BROS AUCTIONEERS INC
2453,1046128,HUSSMANN INTERNATIONAL INC
2454,1046204,FREEPORT MCMORAN SULPHUR INC
2455,1046207,HEADLANDS MORTGAGE CO
2456,1046304,BUILDING ONE SERVICES CORP
2457,1046406,BAY BANCSHARES INC
2458,1046520,NMBT CORP
2459,1046558,CONVERGENT COMMUNICATIONS INC /CO
2460,1046650,FEDERAL DATA CORP
2461,1046685,RICHMOND COUNTY FINANCIAL CORP
2462,1046860,DELTA MILLS INC
2463,1046880,CENTRAL EUROPEAN DISTRIBUTION CORP
2464,1047021,TELIGENT INC
2465,1047040,PERKINS & MARIE CALLENDER'S INC
2466,1047335,NATIONAL HEALTHCARE CORP
2467,1047368,GLENOIT CORP
2468,1047378,HOWMET INTERNATIONAL INC
2469,1047499,VENTRO CORP
2470,1047598,AGRIBRANDS INTERNATIONAL INC
2471,1047643,WORLDPAGES COM INC
2472,1047696,CABOT INDUSTRIAL TRUST
2473,1047739,U S TIMBERLANDS KLAMATH FALLS LLC
2474,1047837,ARGO TECH CORP
2475,1048002,FOX SPORTS NETWORKS LLC
2476,1048566,WILSHIRE REAL ESTATE INVESTMENT TRUST INC
2477,1048767,BAY STATE BANCORP INC
2478,1048914,SOVEREIGN SPECIALTY CHEMICALS INC
2479,1049231,UNITED PAN AM FINANCIAL CORP
2480,1049510,ACME TELEVISION LLC
2481,1049530,ACME INTERMEDIATE HOLDINGS LLC
2482,1049606,COMPX INTERNATIONAL INC
2483,1049624,ESG RE LTD
2484,1049895,MEDFORD BANCORP INC
2485,1050112,ANTHRACITE CAPITAL INC
2486,1050180,PHASE FORWARD INC
2487,1050504,PENTACON INC
2488,1050524,BTI TELECOM CORP
2489,1050606,"SALEM MEDIA GROUP, INC. /DE/"
2490,1050671,EXCEL LEGACY CORP
2491,1050686,PHILIPS INTERNATIONAL REALTY CORP
2492,1050935,TRANSWESTERN HOLDINGS LP
2493,1051116,"SPECTRA ENERGY CAPITAL, LLC"
2494,1051253,SFX ENTERTAINMENT INC
2495,1051345,VIB CORP
2496,1051378,SOUTHBANC SHARES INC
2497,1051771,BELK INC
2498,1052045,"SERVICEMASTER CO, LLC"
2499,1052163,ANCHOR GLASS CONTAINER CORP /NEW
2500,1052245,ETOYS INC
2501,1052303,TERAYON COMMUNICATION SYSTEMS
2502,1052490,HOLMES GROUP INC
2503,1052637,RELTEC CORP
2504,1052667,CHILES OFFSHORE INC/NEW/
2505,1052743,FRONTLINE CAPITAL GROUP
2506,1053246,LEXFORD RESIDENTIAL TRUST /MD/
2507,1053307,LEEDS FEDERAL BANKSHARES
2508,1053439,STANADYNE CORP
2509,1053722,PERRY-JUDDS INC
2510,1054040,EAGLE FAMILY FOODS HOLDINGS INC
2511,1054102,PROFESSIONAL DETAILING INC
2512,1054211,OUTSOURCING SERVICES GROUP INC
